2	2	14	2	5	0	36	26	0	
0	2	16	0	5	6	36	29	0	
2	1	11	-2	2	5	34	19	0	
0	0	8	-3	2	2	31	20	0	
0	1	12	0	2	4	33	23	0	
2	5	17	1	4	5	36	22	0	
1	5	13	0	7	5	36	22	0	
4	4	16	0	4	5	35	22	0	
2	2	16	4	3	4	38	26	0	
-2	6	14	0	2	4	35	25	0	
3	5	14	0	6	3	33	21	0	
3	4	14	0	2	1	34	20	0	
1	6	13	3	5	4	36	26	0	
0	5	16	0	7	8	38	24	0	
2	4	15	-3	9	8	34	20	0	
1	4	14	-1	4	3	34	20	0	
0	6	15	1	3	3	35	20	0	
5	4	20	1	7	7	34	21	0	
0	2	17	1	4	7	35	17	0	
-3	-1	14	0	2	2	36	23	0	
1	0	16	3	1	1	35	23	0	
3	1	15	2	2	3	36	18	0	
3	1	15	2	3	1	30	22	0	
2	3	16	2	2	5	35	23	0	
0	6	20	2	5	7	40	19	0	
4	2	13	1	10	7	36	19	0	
1	0	11	0	6	8	36	22	0	
0	3	14	4	1	8	39	22	0	
-1	3	15	0	6	7	38	22	0	
0	2	11	0	8	4	37	19	0	
0	2	10	0	7	4	39	22	0	
-2	2	11	1	6	4	38	20	0	
0	2	9	-2	7	5	34	17	0	
0	2	14	1	5	1	34	19	0	
-1	4	15	7	1	1	36	24	0	
0	6	16	5	7	7	39	24	0	
0	4	14	2	7	4	36	21	0	
-3	2	11	1	2	-1	32	19	0	
-4	2	13	3	2	0	36	22	0	
-4	5	17	4	5	3	36	20	0	
-2	6	15	1	8	6	34	20	0	
-3	5	16	1	5	5	37	25	0	
-4	4	15	1	2	6	38	28	0	
-1	6	16	2	6	5	36	25	0	
0	5	13	-1	7	6	34	26	0	
-1	4	13	3	6	6	38	25	0	
-1	4	13	0	10	7	38	25	0	
-1	3	13	-2	9	5	35	24	0	
-3	2	15	1	5	0	34	28	0	
-5	4	19	5	5	2	35	29	0	
0	6	21	5	8	7	40	26	0	
-1	6	20	0	9	5	39	22	0	
-4	3	16	0	5	1	39	26	0	
-4	3	14	4	7	0	39	26	0	
-3	6	12	0	8	0	38	21	0	
0	7	13	0	7	0	36	25	0	
-1	6	14	2	8	1	35	28	0	
0	6	15	0	9	2	35	27	0	
-1	4	13	0	8	0	34	26	0	
0	2	15	0	7	0	34	27	0	
0	4	17	4	6	0	38	29	0	
-1	7	19	4	8	5	39	28	0	
-1	3	15	2	7	1	38	28	0	
0	1	15	1	3	-1	37	26	0	
0	4	19	1	6	4	37	30	0	
1	7	21	1	10	3	38	31	0	
1	7	17	-1	9	3	38	31	0	
0	4	13	0	7	2	37	29	0	
-2	3	12	0	5	2	36	28	0	
0	4	11	-1	6	5	36	27	0	
0	4	12	0	6	3	37	28	0	
