5	9	55	118	251	122	42	19	17	
6	9	58	121	251	124	42	19	12	
8	8	58	119	253	127	42	21	3	
5	9	56	119	253	128	43	20	3	
2	9	56	119	253	126	42	20	7	
5	8	58	118	253	125	40	21	0	
5	7	59	119	253	128	40	23	-17	
2	8	57	120	251	129	39	23	13	
3	9	55	118	251	129	39	18	18	
4	9	54	117	255	128	40	19	21	
3	9	53	118	255	126	41	21	19	
2	9	53	118	253	127	42	21	9	
2	7	54	117	253	129	42	22	18	
2	7	54	117	252	128	40	18	25	
4	9	54	118	251	128	37	17	4	
5	7	56	118	252	130	37	21	-4	
0	6	56	119	254	129	37	21	2	
0	6	57	121	254	128	37	19	-4	
0	6	58	120	254	128	38	22	9	
0	6	57	120	252	127	39	21	-6	
0	6	55	120	252	126	39	17	-10	
0	7	56	121	253	126	37	20	13	
1	8	60	120	253	130	39	24	-12	
1	7	58	117	254	131	39	19	-11	
1	6	57	117	255	129	39	18	2	
0	5	58	119	255	128	38	19	6	
0	5	58	119	255	129	37	19	18	
2	5	58	116	255	130	38	22	1	
3	5	56	115	256	131	39	25	-4	
1	4	56	115	254	131	39	22	2	
1	4	55	115	253	130	39	20	1	
1	4	55	114	253	130	39	20	-5	
1	4	57	115	253	129	37	19	-17	
2	3	59	115	253	127	36	16	4	
0	3	59	115	252	128	35	16	9	
1	5	61	117	252	129	35	22	13	
2	6	63	114	253	128	36	25	13	
1	6	61	114	252	128	36	21	-9	
1	4	59	116	252	128	36	17	0	
0	4	59	116	254	126	37	16	0	
0	4	58	116	255	125	37	16	-11	
1	3	59	116	255	125	37	15	15	
0	3	61	118	251	125	36	18	16	
0	3	60	118	251	126	36	22	-14	
1	2	58	114	254	127	37	21	-7	
1	2	58	114	254	128	39	21	4	
2	2	57	116	254	129	39	21	-4	
1	3	58	116	254	126	37	21	-2	
-1	-2	-52	-98	-215	-108	-28	-16	32	
0	-1	-51	-97	-216	-108	-28	-15	29	
-1	0	32	65	149	70	20	13	17	
-1	0	34	66	150	70	20	13	-1	
-3	1	34	64	150	70	22	14	-1	
-3	1	33	63	150	70	19	12	1	
-2	0	35	65	149	68	16	8	-8	
-1	1	35	65	149	69	17	10	-4	
1	1	35	67	150	72	16	12	2	
1	1	36	66	152	74	17	13	0	
0	1	35	66	152	72	19	14	8	
-1	1	34	66	151	71	17	14	-2	
-1	0	33	67	152	73	14	13	-14	
-2	0	33	67	152	73	17	14	-1	
-3	2	36	65	148	73	20	14	-3	
-3	1	36	64	148	73	17	13	-12	
-1	0	35	64	149	73	17	11	-10	
0	0	34	65	149	73	17	11	-4	
-3	0	34	64	149	70	17	9	-10	
-4	0	33	63	148	70	17	9	4	
-3	0	33	65	146	73	17	7	-9	
-4	0	32	65	145	71	17	2	-34	
-4	1	32	62	147	71	16	3	-9	
-3	0	34	62	149	71	16	9	-1	
-3	-2	34	63	150	72	16	9	-26	
-3	-2	34	62	149	70	17	7	-7	
-3	-2	32	62	148	71	17	9	4	
-3	-1	32	63	148	73	17	10	-7	
-5	-1	32	63	148	71	16	10	1	
-3	0	31	63	148	70	16	10	16	
-4	2	33	63	147	68	17	9	-7	
-4	2	35	62	147	69	19	9	-20	
-1	1	32	64	147	71	19	8	1	
0	0	32	64	148	70	18	8	-17	
0	0	35	64	148	69	16	9	-37	
0	1	36	68	146	68	18	7	-17	
0	1	36	68	146	69	17	5	0	
0	0	34	66	147	69	13	9	13	
0	-1	32	66	146	67	14	9	9	
-1	0	32	67	147	69	15	8	-3	
0	0	34	68	146	70	14	9	3	
-1	0	33	68	145	69	16	8	-1	
0	0	33	68	147	69	16	7	-7	
1	0	37	69	147	69	16	11	-14	
0	0	36	65	146	68	15	14	-27	
-1	0	34	64	145	69	12	14	-11	
-1	0	33	64	145	71	15	15	7	
-2	1	33	64	146	70	16	12	8	
-1	1	33	65	145	69	16	9	6	
0	2	33	66	145	69	16	10	1	
-1	2	33	66	145	70	14	12	0	
-2	1	33	65	145	70	15	14	5	
-2	1	32	64	145	70	15	12	5	
-1	2	36	64	145	66	15	10	-16	
-1	2	37	65	145	65	15	12	-16	
-2	0	33	66	144	66	15	9	-2	
-2	0	32	62	145	66	17	8	-3	
-1	0	33	62	147	67	17	14	4	
-1	0	34	65	145	67	16	15	0	
0	2	36	64	144	67	17	15	-5	
0	2	37	64	147	66	16	17	-2	
0	2	37	66	147	65	15	15	-10	
0	2	36	66	147	65	15	12	3	
-4	2	36	68	146	63	16	14	10	
-3	2	36	67	145	64	15	14	-4	
-1	4	38	67	146	67	14	14	4	
-2	3	38	66	146	66	16	13	-8	
-1	2	36	66	147	66	14	12	-24	
-1	3	37	68	148	67	13	14	-1	
-1	2	37	69	145	66	12	14	0	
-1	2	37	70	145	63	12	14	-11	
-5	3	37	68	147	60	14	14	-1	
-5	3	35	67	147	63	13	12	7	
-2	3	35	67	147	68	12	11	3	
-1	3	35	64	146	68	14	11	5	
-1	3	35	64	146	67	14	11	-15	
-1	2	32	66	148	68	14	8	-17	
-1	2	33	67	150	68	14	10	2	
-2	1	36	67	148	68	14	12	1	
-3	1	34	66	147	69	14	12	-9	
-3	3	37	69	148	69	17	14	13	
-2	3	38	69	148	69	18	12	20	
0	2	34	66	144	64	14	10	-3	
-2	4	33	65	139	53	7	8	-2	
-2	1	33	60	127	22	1	6	-4	
0	0	32	56	113	-19	-11	2	-13	
0	1	30	52	103	-45	-18	0	-9	
-1	0	30	48	92	-103	-38	-7	-5	
-2	4	29	56	130	50	23	22	-2	
-2	5	31	63	139	76	38	33	6	
-2	6	29	64	143	87	37	33	-5	
-2	6	28	63	142	86	36	33	9	
-2	6	28	60	142	87	36	34	11	
-2	5	29	56	144	87	37	31	0	
-3	5	30	56	144	87	36	34	-4	
-1	6	29	61	143	88	37	35	-3	
0	6	29	62	143	88	38	30	6	
-1	6	32	62	143	88	36	29	11	
-1	6	31	60	141	89	37	33	-6	
-1	6	29	60	141	89	36	34	0	
-2	6	29	62	141	89	35	31	1	
-2	6	29	62	142	89	35	28	-2	
-3	6	31	61	142	87	35	28	-2	
-4	6	31	60	142	88	38	31	12	
-2	6	31	59	143	90	38	31	16	
-2	6	31	59	143	88	37	31	1	
-3	7	31	60	143	88	38	32	0	
-3	7	31	61	143	88	39	31	8	
-2	4	31	63	143	87	39	33	8	
-3	4	31	61	143	87	39	36	0	
-8	5	31	58	142	89	39	35	2	
-7	4	31	58	140	89	38	33	3	
-6	4	31	56	135	72	34	33	0	
-8	2	30	52	132	61	30	29	-2	
-5	2	30	50	127	45	23	26	-15	
-6	2	30	51	105	-12	10	21	-8	
-7	1	23	42	85	-63	-3	3	-11	
7	8	-2	0	15	350	94	29	22	
7	8	-1	2	18	355	94	28	18	
8	9	-1	4	17	355	93	28	18	
7	9	0	1	16	356	93	29	12	
6	9	0	0	16	356	93	29	11	
6	9	-2	0	15	353	95	31	19	
7	9	-4	-5	15	353	93	29	16	
6	9	-3	-5	14	346	91	28	12	
6	9	-3	-4	9	342	89	29	10	
6	9	-4	-6	6	335	84	26	13	
4	9	-5	-7	0	315	84	26	19	
5	9	-10	-9	-8	295	79	24	11	
5	8	-11	-11	-12	280	73	20	11	
3	8	-10	-14	-18	253	69	19	12	
2	7	-10	-14	-24	224	60	13	12	
3	7	-14	-18	-36	209	53	9	12	
4	7	-16	-22	0	0	0	0	0	
0	0	0	0	0	0	0	34	33	
-2	-2	24	59	149	86	36	31	23	
-1	-1	24	60	150	88	36	31	-6	
-4	-2	26	61	149	87	38	31	-3	
-4	-3	25	60	150	86	40	30	-28	
-2	-2	27	60	147	86	37	30	-16	
-3	-2	27	61	147	86	36	34	7	
-3	-3	27	61	150	87	39	34	0	
0	-3	27	64	150	88	39	34	-20	
-2	-4	27	61	151	89	37	31	-20	
-2	-3	28	59	151	87	37	34	0	
