4	32	70	153	75	34	22	13	-7	
4	30	70	151	75	35	20	13	-23	
4	31	70	152	75	35	20	13	-46	
0	-23	-50	-104	-52	-22	-14	-7	23	
0	0	0	99	49	20	17	9	22	
0	21	45	96	49	21	15	9	-7	
1	21	44	95	49	22	13	9	-24	
3	20	44	95	51	22	12	9	-2	
2	21	45	95	52	23	14	9	-6	
2	21	45	96	51	22	17	7	-3	
1	21	42	96	52	21	17	2	-22	
1	21	40	96	51	21	16	3	-23	
2	20	43	98	50	21	14	7	-11	
2	21	45	98	49	21	13	7	-7	
2	21	45	96	49	20	13	5	-11	
1	23	45	96	49	22	14	4	-11	
2	23	45	97	49	23	13	5	-1	
5	22	43	97	48	23	13	4	-7	
4	22	43	97	47	22	13	2	4	
1	23	43	98	48	22	13	2	7	
0	22	43	97	51	26	14	3	-28	
0	22	45	95	52	26	14	4	-24	
0	22	45	95	51	25	15	6	8	
0	22	44	96	51	24	15	5	-17	
0	20	44	97	52	24	12	5	-25	
2	19	45	97	51	28	11	5	8	
1	21	45	96	50	27	12	4	4	
0	22	44	98	49	27	11	4	8	
1	22	43	96	49	27	13	4	2	
2	23	43	92	50	27	15	5	-9	
4	23	41	94	50	27	13	2	-9	
3	23	41	95	49	28	13	3	-1	
2	22	45	94	47	28	13	6	8	
2	21	45	95	48	27	11	3	-2	
2	21	43	95	49	27	11	0	-5	
2	21	43	96	50	28	13	0	-3	
1	21	43	94	51	27	12	3	-9	
2	23	42	96	51	26	11	0	-24	
3	24	43	98	51	27	12	0	-7	
3	24	45	96	52	27	12	3	0	
3	25	45	95	51	27	13	0	-23	
3	20	42	95	50	26	13	0	-27	
4	18	41	95	50	27	13	0	-9	
2	18	42	96	50	28	13	4	-3	
3	20	44	97	52	28	13	5	0	
6	22	43	96	51	28	14	3	13	
6	23	42	93	49	28	14	0	-27	
5	23	46	93	50	27	14	1	-38	
6	23	46	96	51	27	14	3	-1	
4	24	45	97	51	28	15	2	-6	
4	22	45	97	49	29	14	1	-12	
5	20	44	96	49	28	13	0	-9	
4	21	45	96	51	29	16	2	-19	
3	21	45	95	51	31	15	5	-16	
3	21	44	95	52	32	14	5	0	
3	20	45	97	52	33	15	6	-28	
3	20	43	98	51	32	15	6	-36	
3	21	41	94	51	30	14	2	-16	
3	21	43	93	50	30	14	3	-17	
1	21	43	96	50	30	13	6	3	
1	21	43	96	50	30	12	4	2	
4	22	43	96	49	31	13	0	-16	
3	22	42	97	51	32	14	0	-9	
3	21	40	97	54	32	15	-1	-11	
4	21	41	97	55	33	15	0	-25	
1	22	44	97	54	30	15	5	-2	
